Machine_ID,Temperature_C,Vibration_mm_s,Pressure_psi,Rotational_Speed_rpm,Failure
MCH-0039,70.98430617934562,5.57475228463835,119.85676411014839,2000.7892386680326,0
MCH-0040,73.69233289997705,5.748643724206624,101.23529201841093,1979.7768856037949,0
MCH-0041,70.85684140594985,2.4615937525350073,97.83268210843538,1934.354351162088,0
MCH-0042,69.4217585880588,4.744421351917706,97.40778186995908,1915.2980359387298,0
MCH-0043,68.49448152205356,3.7807646144951526,101.24384766907714,1957.6640336036746,0
MCH-0044,62.60739004816286,6.242088222339964,91.71706239651601,2009.690450416556,0
MCH-0045,83.38090182773894,10.052536430380263,101.20198558746056,1999.679962369843,1
MCH-0046,67.69680614520107,1.888270473475533,104.50812336331799,1974.938102124996,0
MCH-0047,92.65220377865096,10.075724364300827,102.09686063574487,2010.0943597145742,1
MCH-0048,71.71809144784231,6.6827922571913785,104.57541934004782,2052.0013359931345,0
MCH-0049,61.18479922318633,4.719981556529833,104.33747609348535,2019.7063255217074,0
MCH-0050,71.62041984697397,6.093595467503547,82.28103317753556,1993.934566430521,0
MCH-0051,68.07458859791842,5.526748201440626,106.36870158395404,2046.4036003330345,0
MCH-0052,82.96662587825861,8.98288214835938,93.28985154337546,1952.0074848891852,1
MCH-0053,73.05838144420434,4.593027532897554,89.04160836996041,1988.7540230222323,0
MCH-0054,75.15499761247976,3.1751287937964356,88.95548172145004,1989.9456032199816,0
MCH-0055,74.65640059558099,3.317704778862459,104.3354161047253,1938.1523370778577,0
MCH-0056,65.80391238388681,6.064028771682976,97.77425072775146,1979.006291885782,0
MCH-0057,68.45393812074393,5.029187383278325,83.18031216014589,1896.2520159552348,0
MCH-0058,71.65631715701782,4.792231633089163,104.78037815192283,2095.608902383148,0
MCH-0059,74.8777256356118,4.364164936516471,85.60391869201173,1953.1293105781845,0
MCH-0060,67.60412881077355,4.542216731778872,101.3982135851821,2079.3057065710655,0
MCH-0061,69.07170511668092,6.570367691732209,102.38498925673053,2001.9042252859747,0
MCH-0062,64.46832512996986,4.49713387719796,108.85577081695045,2028.243206607798,0
MCH-0063,64.01896687959665,2.9884029300476467,117.81684786466852,1975.5600100824533,0
MCH-0064,86.84988178429865,8.327924669165935,86.35323674099459,2010.3964845980838,1
MCH-0065,76.78120014285412,4.692685004202924,99.4752614393695,2032.5244819994218,0
MCH-0066,83.89093048867355,8.885404690274104,97.23664704955783,2033.2276207197092,0
MCH-0067,75.01766448946012,7.411367459599266,104.33749685960962,2038.7386695037178,0
MCH-0068,71.80818012523817,4.969159163974239,102.15668770933618,1981.5833644980412,0
MCH-0069,73.09184605425962,10.626544511325186,96.4745375726338,1975.9820163754323,0
MCH-0070,71.80697802754207,3.2316147630525123,95.59097811389145,1920.2911837366198,0
MCH-0071,77.69018283232984,4.67049582147356,88.83549144815953,2026.160950558847,0
MCH-0072,69.82086980445024,5.914289067812902,109.8786158240651,2054.1189355661722,0
MCH-0073,77.82321827907003,2.6669393992381365,104.59204181599529,2080.7990839958966,0
MCH-0074,69.63846999567689,9.174484333034894,109.17768197795138,2015.2586317290254,0
MCH-0075,74.10951252187611,5.151186608967209,96.89603863524486,1961.6760113545715,0
MCH-0076,70.43523534119086,5.061931183381159,93.4316453130557,1915.1451928355273,0
MCH-0077,68.50496324767066,6.555738347987365,89.21684933370773,2052.0833366541674,0
MCH-0078,70.45880388267751,5.501657772272782,103.5891758374066,1910.1861716611231,0
MCH-0079,60.06215542699554,7.217107847534666,89.60206775471765,1982.9697961128118,0
MCH-0080,68.90164056081244,3.5096157266089456,118.4866306896655,1988.7846586028177,0
MCH-0081,71.78556285755873,5.203886850827522,86.92357418906559,1996.527243107449,0
MCH-0082,94.06775198740432,7.501014324986271,102.73660119212502,2001.790130001792,1
MCH-0083,67.40864890863176,3.39611825936738,115.66854707213787,2006.9073778183788,0
MCH-0084,65.95753198553406,6.434442503137019,105.99089759263809,1879.2318368960734,0
MCH-0085,67.49121478207732,8.487009958779227,101.75673712491779,2000.7327954935063,0
MCH-0086,74.57701058851038,4.974490888274254,90.31516353038104,1888.5212212944061,0
MCH-0087,71.64375554829843,5.75753163241065,86.18230811432296,2036.6109036545497,0
MCH-0088,67.3511989811648,5.126777713722991,107.70050108917586,1972.2437422098194,0
MCH-0089,72.56633716556678,3.929622995139236,115.06147240774946,1892.1481637388324,0
MCH-0090,70.4853877467402,2.2688595832969756,95.61150009521829,1959.289766130731,0
MCH-0091,74.84322495266444,3.941339775356952,88.60938492383649,1971.4962330407673,0
MCH-0092,66.48973453061323,2.912062428572403,75.41830569450981,2059.53498087775,0
MCH-0093,78.14346686977282,12.97549934931619,90.19235156337463,2009.8318870875123,0
MCH-0094,68.0394592343392,4.827335459115141,98.8634315750096,2017.222247217529,0
MCH-0095,62.68242525933941,4.481121006429244,115.99123240836734,2059.06108171103,0
MCH-0096,71.48060138532288,6.333730737181709,106.73133692232969,1995.1927856037755,0
MCH-0097,71.30527636089944,3.317373345716168,103.05085404706753,2037.7093980516202,0
MCH-0098,70.02556728321231,3.8497039429931714,95.9988033869887,2034.1930556965997,0
MCH-0099,80.1042998786728,9.663580381744689,94.16834282744044,1935.6765253215294,0
MCH-0100,62.923146289747926,6.543153487135221,114.05647597507964,2073.6491788814915,0
MCH-0101,67.89677338617321,5.752527567753182,102.0073854075839,1928.9849109964653,0
MCH-0102,68.28642741736616,5.372487713773824,78.97399308078978,2045.8683324738925,0
MCH-0103,65.9886136538919,5.117176602854024,93.26460352102757,1924.1463481547185,0
MCH-0104,69.19357144166996,5.600353783290163,91.41783968228373,2030.0618394075836,0
MCH-0105,72.02025428407269,5.302479357693882,94.53735990822535,2093.0957439075087,0
MCH-0106,79.43092950605265,3.4550415878345966,105.62910660285085,1989.3510671724894,0
MCH-0107,70.8728890641592,5.069118832449727,98.9255511820575,1987.1822178573427,0
MCH-0108,71.28775195361382,3.3894670116233714,99.23134592996338,2030.5219999658425,0
MCH-0109,69.62777042116916,5.121623814351236,113.13473161325237,1983.530177201873,0
MCH-0110,60.40614392350479,4.279028087767638,93.03538910213311,2090.913935187141,0
MCH-0111,69.86743062275391,8.809072434174292,118.6419952588735,2009.6096124729347,0
MCH-0112,70.30115104970513,4.940158424372432,93.28692408628913,1983.9915245889638,0
MCH-0113,82.31621056242643,2.893640650607617,100.89198196612571,1972.9857236052158,0
MCH-0114,69.03819517609439,4.798729683984613,97.18796404597234,1953.352576491349,0
MCH-0115,71.50773671166806,5.779038118456832,101.23419133500961,1968.6122506621255,0
MCH-0116,85.78194371046831,13.072794704281797,104.4459199507313,1982.4663303170703,1
MCH-0117,64.15660981190234,4.115821400091923,104.33835240088877,1975.618046325071,0
MCH-0118,89.96127068955104,8.024276953556305,92.4688266937942,1967.091236293145,1
MCH-0119,73.75966516343387,6.225255517146472,88.77085322552429,2104.942061517622,0
MCH-0120,73.95515973521523,2.929101941150523,125.03171790905711,1948.4952461755256,0
MCH-0121,65.4530627260263,4.345766837738773,95.16015660399447,2007.3316293823088,0
MCH-0122,77.0139715546805,4.613569271733509,106.99212438671987,2029.6260504880436,0
MCH-0123,62.990744686038596,4.895549820049838,83.92358689476804,2031.5053997791865,0
MCH-0124,72.93428546900135,6.033746685611503,97.20387280095323,1997.0696462108765,0
MCH-0125,80.95227812904989,3.9745485765704185,98.72800616017557,1987.9648714076345,0
MCH-0126,65.04731837434656,4.5894061217498585,104.72815069927833,2022.5773745619754,0
MCH-0127,67.16851135198614,4.978594470575917,72.7754585900806,2013.32608249891,0
MCH-0128,70.4982568254382,5.224396936278182,101.6614061307833,1987.0520582616243,0
MCH-0129,67.48262172941901,5.146740762061884,88.50258544632106,1921.9060714137784,0
MCH-0130,62.24668284466934,5.65400866283387,103.24345711194924,1976.6038138833376,0
MCH-0131,70.34281487403014,6.265759264462606,89.63670803161837,1942.6724918146272,0
MCH-0132,64.68848143136948,5.588951173476452,91.44517304074418,1966.6420224966837,0
MCH-0133,72.36796215317591,5.680378285263828,97.26372389606732,2001.6611619258479,0
MCH-0134,65.40287882883098,2.6266652498802836,89.47670530396805,2017.9368071998308,0
MCH-0135,77.7496720250877,5.07534154874852,95.24465553264645,2089.0226375646203,0
MCH-0136,66.08373353831881,5.719261322002413,88.06624231456685,1973.1296810548092,0
MCH-0137,68.38969241897162,6.093411791855676,81.66829548301273,2038.7312817637576,0
MCH-0138,74.06758608684835,3.961473838649309,110.1795705242936,2015.2980012218918,0
MCH-0139,63.84567841783022,4.011441087667032,87.03951307176072,2064.7998835319895,0
MCH-0140,87.17574050487785,7.362305697544424,98.21319112392017,2028.8114359797812,0
MCH-0141,76.53571377141213,5.804620849837015,107.52891081493784,1949.5759286356842,0
MCH-0142,75.94139835704627,9.83878092696829,93.85055897483957,1913.8476985354384,0
MCH-0143,70.92316929266153,4.388809839062597,91.74834100254462,2015.5630849833753,0
MCH-0144,71.29941397124212,6.361943470440574,102.26238088667421,1973.5774501049805,0
MCH-0145,91.05210406634347,10.087419419550965,111.17933822727151,1950.98431270247,1
MCH-0146,75.32480965912829,8.645655274588577,88.30684734913531,1936.621114773346,0
MCH-0147,63.39771693457862,4.682923655273046,98.49852167982561,2008.0487748793578,0
MCH-0148,72.60970782808448,6.119917046903236,82.67505405032672,2075.3853849656684,0
MCH-0149,71.48492336616593,5.488366725180605,96.06798996317809,1979.566382714698,0
MCH-0150,71.25246425172938,8.413738141471455,100.34204684538075,2029.5135155537662,0
MCH-0151,71.73224104748488,3.721663035504014,91.45375358244934,1994.8866824891204,0
MCH-0152,66.59987639210755,5.777152553044964,95.43008166174769,1935.5308955448304,0
MCH-0153,71.16126848580502,4.206198485282731,85.9177323169255,2036.740567175521,0
MCH-0154,71.46536236649341,3.6960695195170343,100.77078611381494,1945.2653977986315,0
MCH-0155,66.42824290986816,4.983699294447542,110.5569424888315,2001.0813315296782,0
MCH-0156,98.53833710282719,9.632551617432984,89.02856130229536,1982.9239792497347,1
MCH-0157,72.36916460455893,9.377260332590138,93.77328233447616,2044.6538717282847,0
MCH-0158,64.04348251398676,4.723781276475197,105.02546246454182,1947.0924503764656,0
MCH-0159,73.28276804316914,3.3047319057729747,112.12090719322737,2019.543495390098,0
MCH-0160,65.1265916488634,5.409516076241578,85.06810187791069,1958.010129632565,0
MCH-0161,73.93542301871226,1.8880399436804476,98.31215262584051,1974.4447393835608,0
MCH-0162,75.79297789503703,4.862064826093601,102.83130822319525,1818.2399886229948,0
MCH-0163,65.89658840824144,5.024037923442741,98.97943609371153,2104.6049285808954,0
MCH-0164,74.8168806462216,6.191900574417817,75.23207933122913,2027.5278466413115,0
MCH-0165,72.06390463468249,6.46043337414177,105.01090009308771,1961.632625703092,0
MCH-0166,74.11030079997245,4.244645571638424,115.19336351090644,1943.7672155833502,0
MCH-0167,79.48396491326974,4.7740789780551,101.16661751169504,1975.2175623560329,0
MCH-0168,68.77305941998564,3.8508187540839938,89.68893946705737,2035.8439767409725,0
MCH-0169,66.23131917821256,3.307906167788459,94.86872753635717,1905.3957537207536,0
MCH-0170,65.55242785187238,5.464842169070952,117.69913067655594,1992.9207790352832,0
MCH-0171,65.92094857517282,3.089621677105101,109.09962540860559,2088.5320936231337,0
MCH-0172,69.61449145292949,4.378059649142205,106.40026618384329,1943.3026832016099,0
MCH-0173,71.70575987408321,3.507239060151144,103.56412583534376,2004.0192519381828,0
MCH-0174,71.38345399665009,5.824524779435389,93.38862887809027,2110.165490762888,0
MCH-0175,74.13591624518011,7.7021451488997315,97.99428819344232,2031.6075814845387,0
MCH-0176,70.06500945938953,3.0476180257950034,99.22077264321484,2006.2961910242727,0
MCH-0177,77.26767038578659,2.2204722756536466,105.49574316064444,2025.3318227454502,0
MCH-0178,68.67671583381022,4.8126696719748985,115.08918894266904,1979.9567332495149,0
MCH-0179,83.6008458329481,5.0235466939366376,111.18338136793128,2064.981564265172,0
MCH-0180,73.12833673882503,5.327988960135946,85.8061564420396,1980.0334988549894,0
MCH-0181,65.71421221791859,4.330519227148483,102.23994968901049,1902.0409195632012,0
MCH-0182,79.01504656702642,8.330464145021715,107.36763345167897,1980.434844802977,0
MCH-0183,72.41236207621593,5.5512656158109035,106.18860330144635,1951.6632735061648,0
MCH-0184,68.88268607337075,6.560646338967258,93.7076623661258,1985.9402993901285,0
MCH-0185,73.57000247046047,2.0674268445225756,129.1410921576836,1987.0457970459684,0
MCH-0186,87.18336958750973,9.623228390069551,87.22915437668881,2059.8711599902454,1
MCH-0187,69.63585543671563,5.3207131909115954,89.1681155333395,2034.7646363332192,0
MCH-0188,65.76603140965797,3.623035843083896,102.33595081261576,2013.1632743787698,0
MCH-0189,79.82337203429711,11.960645809801004,121.16803054963853,1999.8527294333703,0
MCH-0190,80.05042023268784,8.086975041767115,91.6380514929583,1947.0570995571002,0
MCH-0191,74.28199397161737,4.938060969489076,97.34171634353008,1890.941238116716,0
MCH-0192,71.07046872065102,5.834033145263437,110.77293673015693,2005.6580005696392,0
MCH-0193,63.77130610644006,4.113072816797159,99.82137845112267,2039.732060178683,0
MCH-0194,70.86590462925591,2.2301404282933746,96.65396145469704,1994.5833058377705,0
MCH-0195,71.92658689864419,4.3570182096252,105.6563290188672,1973.257283860665,0
MCH-0196,77.9651351579501,11.085029279102477,102.72517990229593,2023.2251082607106,0
MCH-0197,70.76862552972764,4.494657309822292,110.30438785636791,1995.8333899687827,0
MCH-0198,70.29104359223,3.7303485478115324,112.91468889065364,2084.287209598698,0
MCH-0199,64.28514851084688,6.388508314254082,103.07003060005361,2061.6364171034143,0
MCH-0200,71.78893680174141,4.503837655965421,102.91732725378309,2047.9754028511666,0
MCH-0201,72.80392263184117,4.234758779524674,102.14110982286134,2037.886705710495,0
MCH-0202,75.41525621587638,5.224184134494965,104.89130556649287,1935.4916292774271,0
MCH-0203,75.26901026017451,6.156125314428181,100.55170637871464,2033.14968510263,0
MCH-0204,63.111653160214544,8.57257029759882,99.99391517677711,2018.8162978823289,0
MCH-0205,65.31087480042439,6.240854161486134,111.96627120827242,2030.321236419558,0
MCH-0206,72.5751763360433,6.739759949582517,115.16116180355043,2024.6304743406527,0
MCH-0207,72.56892975456104,4.241050701518217,84.9244705536658,2022.6381293924032,0
MCH-0208,72.57523843153024,3.4611978410457853,100.1002115174057,2135.0433234774796,0
MCH-0209,99.33385034956278,8.728854970311552,93.11305566554765,1996.190716502404,0
MCH-0210,72.85445255346583,5.160754872889394,96.89028533513928,2046.8168690414666,0
MCH-0211,75.677828200903,3.3822308879531042,104.02516209735322,1976.4505094867998,0
MCH-0212,74.770008817466,4.737058205143981,106.69438371542468,2039.5320791943836,0
MCH-0213,73.256956256529,5.598976402578696,98.87873556388655,2046.9659945116227,0
MCH-0214,68.42365377679828,5.54059009252712,80.86659665277197,2018.2213038567675,0
MCH-0215,73.79484610246634,5.756431780076409,90.3495441942382,2083.462347118825,0
MCH-0216,66.13587392731215,5.436447095206164,108.96499670200166,1955.7861981819792,0
MCH-0217,85.43733555435736,8.237570056964948,72.59573577965068,1975.638952916589,1
MCH-0218,67.57318226085448,4.229149060026735,111.87427151682,2010.6190043011745,0
MCH-0219,70.40937069693162,3.201572903009186,105.21229990644541,2044.0403426742112,0
MCH-0220,81.57329283336755,7.677162558777642,113.16176081530023,2008.9714760647466,0
MCH-0221,60.66367403704126,5.0201755469289395,98.01430813119039,2064.287951825528,0
MCH-0222,73.43130095187257,4.662720416307722,79.38594575977095,1966.915506451684,0
MCH-0223,61.93642064405174,3.606811877821312,104.30362641506498,1942.9710755255724,0
MCH-0224,67.64034067105283,9.403486853491668,112.7465312403834,2015.4064168268253,0
MCH-0225,75.44475298483682,3.3900079516656567,109.24721805513421,1996.1409861943152,0
MCH-0226,70.32140009547732,4.35672811159089,93.37308516511965,2027.143186017911,0
MCH-0227,64.61127611035347,5.62375525442909,100.86761075462647,1998.6298854566749,0
MCH-0228,66.42348145370016,5.9003194486164166,94.67163731220076,1982.9990104688272,0
MCH-0229,73.39798874467338,6.436898082823526,91.80733535810629,1996.253121413814,0
MCH-0230,66.34816684141431,7.711412761653895,109.55388571179851,2001.4424447396593,0
MCH-0231,71.08229294790988,5.759236483191069,88.02467688734838,1984.7509350075834,0
MCH-0232,70.22785919951907,3.4159538000499987,91.06183569418387,1989.8433976838287,0
MCH-0233,66.74199826197092,4.614582312317328,88.95974366527615,1979.8203331506545,0
MCH-0234,80.71972044662662,5.461748558770827,85.09752476700953,2042.8332559934704,0
MCH-0235,73.16959511159006,8.102339062258736,101.46414291842603,2009.70105022529,0
MCH-0236,59.874287066711965,2.9032917823635547,111.61503048481975,2112.837623608438,0
MCH-0237,70.93227157384713,6.803864757837841,98.15123243754735,2008.0352275639232,0
MCH-0238,66.69106767615806,5.269871554319625,84.94252199435833,1972.457126483567,0
MCH-0239,88.10827627776742,8.907573698700705,108.39944539742028,2133.5337687431534,1
MCH-0240,66.0373963078365,4.847007925046102,116.85701754034972,2020.6813188857168,0
MCH-0241,69.4263177926655,3.7363510548105103,93.53757675853406,2049.506239344641,0
MCH-0242,72.52493639490228,6.126309169101998,95.21445733282282,2029.6051491601245,0
MCH-0243,74.32877597085061,5.981646540658431,105.15660630083394,2031.1505514648875,0
MCH-0244,75.73742698071729,10.671176023478555,116.21873747785051,2026.7827025676238,0
MCH-0245,68.32749382079525,4.980043046932047,94.80165854274775,1944.8957717611968,0
MCH-0246,67.62527344419522,4.100266965020226,86.67550219001795,2018.3764523780706,0
MCH-0247,66.73335383713145,2.6618195074642377,106.31418606272406,1933.756934807488,0
MCH-0248,78.82727120140548,6.2290599022091095,107.990680731423,1991.2818581793733,0
MCH-0249,72.02490855480478,5.635834223665979,100.06131450435227,1963.7191271718357,0
MCH-0250,63.69558022832477,3.551326050704061,94.41866740342549,2017.8735092924362,0
MCH-0251,74.58930973527389,4.192139490055064,109.94378730992047,2016.7063123669118,0
MCH-0252,80.61078098506317,4.299861782072839,105.28036004547964,2024.0572945382594,0
MCH-0253,75.16232630275573,2.7755233520263727,92.31564483096507,2014.3648286374544,0
MCH-0254,62.403150170229935,3.7734764050922993,100.49094731305671,1969.65873291068,0
MCH-0255,67.57882963566874,3.2992544647904687,86.48292467975354,1986.949825532416,0
MCH-0256,76.33455574593312,4.381281482168095,106.8589045643792,2046.0198080627242,0
MCH-0257,66.4616526719061,3.891953752505656,97.37766430617144,2053.39283386472,0
MCH-0258,86.5391632700322,5.928637579987457,95.64289167615263,1942.6608450686726,0
MCH-0259,73.87317026714669,8.033885345854223,99.67125514847565,1923.4536183743676,0
MCH-0260,65.36534764210958,6.878811096543846,100.40307699330248,1963.6555308397644,0
MCH-0261,69.702373219691,3.8314708677200215,108.9493006156556,2052.2603791016127,0
MCH-0262,53.79366329965464,5.4086320949804145,105.91090531325221,2060.744201509152,0
MCH-0263,82.0124831554775,9.71891453717081,98.43590721207197,1953.7644059799413,0
MCH-0264,68.7371592430342,6.786628782160215,107.63668149718995,2015.3654676868168,0
MCH-0265,63.76108409017575,3.772092460009882,104.00737253691614,2091.7215666570046,0
MCH-0266,89.88873682136762,12.10277285962006,95.73400363713964,2020.7655738620167,0
MCH-0267,62.84929311019684,4.178142043689597,98.75281841763514,2071.0751642616547,0
MCH-0268,67.79977756651508,2.99620639374708,98.51777111156879,2049.936328504155,0
MCH-0269,70.65370288643045,6.086204838971746,105.05261343174202,1954.4900646886044,0
MCH-0270,77.20636644533057,6.936137636183642,96.32977385278359,1990.500928825146,0
MCH-0271,62.8206892441028,8.881863460296028,96.09590813578367,2001.7377239145924,0
MCH-0272,75.8158187607748,3.20041210236468,119.68757309433958,2005.206669401067,0
MCH-0273,70.05116530509794,6.048379527621183,109.39735481747104,2045.8164476719285,0
MCH-0274,75.3407699714967,7.2083782421781155,92.3939933557486,2020.4342381137703,0
MCH-0275,72.31051737131635,6.175038065786047,105.70940993942199,1853.1899528110941,0
MCH-0276,87.77869792252703,5.565538912707545,101.18350065655177,1934.3579863453638,0
MCH-0277,87.25522895276217,6.1142987506428845,103.91551175260093,1890.6309542511979,0
MCH-0278,70.3490104249501,3.8361877652502745,101.37341324565105,2008.7682620327666,0
MCH-0279,68.0734320156912,5.118446068502127,111.89642645485236,2012.024382473388,0
MCH-0280,70.56758672625624,4.038378100192467,103.45620344651446,2014.1612479305359,0
MCH-0281,73.31065337260523,5.98858151587013,99.37911301785712,1952.053586614269,0
MCH-0282,91.81120855008739,9.395433669747895,110.42190576983018,2033.7072002559994,1
MCH-0283,63.810922505865754,5.899366311868034,102.33285041087872,2035.8131248234265,0
MCH-0284,88.77847174082628,11.389745642144577,101.21478579329057,1937.2425466397422,1
MCH-0285,60.23956100238749,5.623739944183015,103.14022602486115,1926.6980899275563,0
MCH-0286,69.24107452482208,3.1746549344897494,99.06390976633634,1999.9934156886532,0
MCH-0287,72.94158603242288,7.04506477030751,100.09226992995468,2089.589113680668,0
MCH-0288,71.40495933867517,4.092265646591004,94.13305411238127,2084.987137109932,0
MCH-0289,66.88650240089703,6.365627749528355,92.48832780376121,2028.1702180224027,0
MCH-0290,68.95938874821363,7.360601324832659,90.0142961351756,1963.5001664209963,0
MCH-0291,67.53499532670584,5.685032016095599,86.08016713202923,2044.3421329744292,0
MCH-0292,67.05317621527894,2.7557617802530254,91.20282638615444,1977.378786759548,0
MCH-0293,74.24801048510513,3.6226817502353126,98.25732965533075,1961.6246481663095,0
MCH-0294,71.78507742982524,6.984116700327704,101.03117582445637,1892.8016584189004,0
MCH-0295,66.53545202369673,4.7463159715357754,97.28703436852359,2005.1191099173827,0
MCH-0296,74.49799937716625,5.119360302413249,76.44296509872642,1968.5066325431312,0
MCH-0297,87.395521167523,9.050160951531048,115.74586357762342,2004.8215189764253,1
MCH-0298,74.06431059419481,6.044484293120485,110.86480122890381,1885.032115188147,0
MCH-0299,84.44420795717247,8.531961285214727,104.45759851217129,2008.4913336291843,1
MCH-0300,65.85502494538964,4.686997443169301,119.07490672553268,1878.4439418014185,0
MCH-0301,67.19909479901516,4.530997331401464,90.22635882516289,2054.3970126634276,0
MCH-0302,73.7364680256163,6.286848237937015,118.87625120626005,2026.0945617067541,0
MCH-0303,73.05185132716733,5.83035429660169,90.34785923249453,1986.0667614287706,0
MCH-0304,69.89549203017926,4.614049999073315,102.38737925291356,2028.135993004104,0
MCH-0305,70.58663691654391,6.623168469489711,87.26162674865796,1951.0962868668223,0
MCH-0306,76.38832447894212,4.806448827305324,100.14694095544367,2003.6187757807447,0
MCH-0307,67.04214305582084,3.72250673849841,103.86166497998389,2039.7387019230168,0
MCH-0308,72.7354869058502,3.8615439516449825,98.45309668865445,1845.2855375454305,0
MCH-0309,68.98903673783053,3.531888745535351,107.13877444090137,1977.6387820161237,0
MCH-0310,68.9115939838639,4.591384975094469,100.99014449487257,1998.8677934931814,0
MCH-0311,75.49388425993595,6.85058641750429,94.7758527162249,1990.1853191127116,0
MCH-0312,74.12708174494014,3.792357228454237,94.3318668219766,2072.8550913113704,0
MCH-0313,74.06754818000319,5.282713641527154,108.10913772615696,1943.8049437538557,0
MCH-0314,76.52739403577165,4.0149659815588805,93.46257970193032,1968.9420378277387,0
MCH-0315,70.1050192081638,4.609536438092844,109.15402970484936,1904.2065486845777,0
MCH-0316,73.40976485647482,2.7349381820221215,112.2271179283193,2075.5143325636573,0
MCH-0317,82.54903123418285,7.630390009947335,83.3128613765387,1987.68549286956,0
MCH-0318,71.62083176244221,4.709441930292557,111.32926387301035,1978.0795555981647,0
MCH-0319,69.34928472816158,5.810431916053543,120.604226984447,1997.3758658844642,0
MCH-0320,70.48497982496359,5.334921369883056,102.52003761201928,2031.8117914215163,0
MCH-0321,72.97578512718457,3.202411812571932,105.99084185294822,2017.3681701758062,0
MCH-0322,65.90889658383264,6.626297366065314,110.37005324369159,2132.3942106778545,0
MCH-0323,80.4619363784273,5.315454560332993,97.24517684820978,2022.6967944201888,0
MCH-0324,80.05395746837219,8.47111655782573,101.8228022353787,1976.737728541546,0
MCH-0325,63.92905693606134,4.986226469922292,86.85800470376891,1971.9321631238026,0
MCH-0326,75.79055436750033,4.22336382916667,101.38635028530452,1980.3620523791596,0
MCH-0327,73.95831346981468,5.326703509623089,104.98111995644541,1924.908153768508,0
MCH-0328,85.01746093877199,8.881099227249267,105.16163022926469,2001.9932103745793,1
MCH-0329,73.1417275463214,2.379656462981668,110.6542472359758,2039.1734053104458,0
MCH-0330,69.93876613576543,4.191858743980856,92.25197821864471,1969.3318199688383,0
